,text,ID,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg
0,"Weinrot brennen Gewitterwinde.Purpurblau der Seerand.Hyazinthentief die ferne Küste.Ein Regenbogen, veilchenschwül,Schmilzt durch weihrauchblaue Abendwolken.Im Thaudunkel lachtEine heiße Nachtigall.",l00160087,Rosen [Gesänge der Düfte],"Dauthendey, Max [al. Dauthendey, Maxim;  Dauthendey, Maximilian]",3,2,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
1,"Was dieser Himmel, fahl und schaurig,Und wie mein Schicksal, wild bewegt,In meiner öden, wüsten SeeleWas für Gedanken er erregt? ...Voll unersättlicher BegierdeNach ungewisser DunkelheitVeracht' ich's wie Ovid zu jammernNach Haus und Herd und Seligkeit.Du Himmelsstrand, zerrissen wildBist meines Stolzes Ebenbild.Ihr aber, Wolken, schwarz und schwerSeid meiner Träume Rabenheer.Und all' dies fahle Licht entgleißtDer Hölle, die mir — Eden heißt.",l00160050,Verwandte Schrecken,"Dörmann, Felix",1,14,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
2,"Die Osterkerzen im OrgeldustErwachten mit Engelblicken,Da hast du das Beste meiner BrustEntzündet in Entzücken!Du selber wie eine Leuchte schlank,Die Augen flammenleuchtend —O wie ich in die Kniee sank,Mit Thränen den Betstuhl feuchtend!So rannte der Heide WidukindEinst in den Dom zu Aachen,Wo bunte Scheiben, Gesänge lind,In Sinn und Herz ihm brachen —""In meinem Urwald auf's GradewohlStehn Bäume, rankendurchrungen —Doch hat der Fürst der Franken, Karol,Selbst Säulen zu Koppeln gezwungen.""""Und wolltest dich wagen, mein rasend Schwert,An ihn, an die Stärkste der Säulen!""Vom Hauch der Symmetrie verklärt,Zerschmolz der Mörder in Heulen. —— So brach ich Wilder aus dem GrundDer Gier mit rauhem Verlangen —Da sah ich deinen Leidensmund,Des edlen Härmens Wangen —Und von Entsagung, SäulenzuchtDes Geistes zeugte dein Wesen —Bin unter Staunen und OrgelwuchtZu meinem Ostern genesen.",l00160039,Osterkerzen,"Held, Franz",7,4,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
3,"Wann seh' ich, Freund, dich tanzen auf dem SeilIm Alkazar?",l00160029,Hermann Bahr [Überschriftreime],"Bierbaum, Otto Julius",1,2,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
4,"Eine bleiche volle Roseruhte auf dem schwarzen Haar,durch das Nachtgewand, das lose,quoll dein junges Brüstepaar.Deiner Augen dunkle Schattentauchten in die meinen tief,und du küßtest, bis ich mattenLeibs an deiner Seite schlief...In der Sonne Lichtgekosestrahlt des Morgens Glanzpanier.Eine bleiche volle Rose,ruhst du träumend neben mir.",l00160033,Eine Rose,"Evers, Franz",3,4,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
5,Georges Ohnet — welch ein begeistertes Tosen! —Natürlich: die Marlitt in Männerhosen!,l00160099,Georges Ohnet [Randglossen],"March, Ottokar Stauff von der",1,2,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
6,"Ein winz'ges Inselchen blickt aus dem Meere,Ganz weltvergessen und doch unentweiht,Ein grünes Heiligtum der Einsamkeit,Ringsum verteidigt durch Korallenspeere.Da murmeln Wogen früh und spät ihr LiedUnd glucksen schläfrig in den bunten Grotten,Durch die der Wind bisweilen schnarchend zieht,Um ihre ew'gen Klagen zu verspotten.Da herrscht noch frisch der Urzeit kräft'ges Leben,Es kribbelt und es krabbelt an dem Strand:Insekten, die mit leisem Surren schweben,Und Krustentiere, die an Steinen kleben,Und Schlinggewächs verschwendrisch ausgespannt.Durch Fächerpalmen weht ein sanfter Hauch,Daß sie sich lautlos auf und nieder wiegen;Schneeweiße, duft'ge Blütenflocken fliegen,Bis sie im lauen Wellenbette liegen,Wenn sie nicht fing ein rauher Dornenstrauch.Doch durch die Büsche springt kein muntres Tier,Kein Vogel flötet in den schwanken Zweigen,Nur niedre Wesen, die verdammt zum Schweigen,Verbringen sehnsuchtslos ihr Dasein hier.Einst, mittags, wandelt übern OzeanDer Sturm, in schwarzes Wolkenkleid gehüllt.Die Sonne birgt sich scheu bei seinem NahnUnd überläßt ihm ganz den feuchten Plan,Wo er nach Herzenslust nun tobt und brüllt.Doch gegen Abend legt sich seine Wut.Am klaren Himmel flimmerts blaß und blasser.Die Sonne gießt den letzten Glanz auf's Wasser,Das, müdgehetzt, breit hingelagert ruht.Nur kleine Wellen hüpfen noch und tanzen,Sorgloses Leben zeigt sich wieder heiter,Da rudern Muscheln, saugen Wurzelpflanzen,Es kribbelt und es krabbelt lustig weiter.Von Wellenhänden wird herbeigetragenManch wunderbar Gerät: Ein Mast, ein Faß,Ein Zeitungsblatt, ein Bild und dies und das,Wie es der Sturm mit roher Faust zerschlagen.Und langsam schwimmt nach diesem stillen ReicheVon irgend einem jammervollen Wrack,Das auf dem Grund liegt — eine Mädchenleiche.Kaum angekleidet ist sie, im GezackDes Spitzenhemdes schimmern Frühlingsbrüste,Das schöne Haupt umspritzt der Meeresschaum,Ein goldnes Kreuz glänzt auf der vollen Büste.Ist sie auch tot? Sie scheint nur tief im Traum,Und lässig schaukeln Wogen sie zur Küste.Da ruht sie nun, derweil am Himmelssaum,Den purpurhauchend er soeben küßte,Der rote Glutball zögernd sacht versinktUnd Abendtau an Blatt und Blume blinkt.Seltsam Getier kriecht zappelnd leis heranUnd hängt ans Fleisch sich, das so wundersamNoch nie in diese Gegend kam,Und gierig saugt's, wo's einen Platz gewann...Längst brach die Nacht herein. Es schläft der FriedeIm Palmenwald. Das dunkelblaue MeerLullt sich in Schlaf mit einem Wogenliede.Neugierig lugt der Mond aus Sternen herUnd spielt mit seinen zarten SilberfingernIm goldnen Haar der marmorblassen Lady.",l00160102,Weltfern,"Hoffmann, Max",10,6,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
7,"Sitz im Sattel, reite,Reite auf die Freite,Freie dir die Fee der Freien,Freie sie im milden Maien.Mit Narzissen in den HändenGeh ihr nah, doch an der LendenSchwebe dir dein Schwert!Sprich zu ihr: Madleine,Rose, Rose, Reine,Willst du dich mir zärtlich neigen,Willst du mir den Himmel zeigen?Und sie wird die Augen senken,Wird dir alle Himmel schenken.Nimm sie auf dein Pferd!Sitz im Sattel, sause,Reit' mit ihr nach Hause.Unter seidenbunten DeckenSollst du dir dein Glück verstecken.Alle Thore zugeschlossen!Dämmergold ist ausgegossenÜber euern Herd.",l00160009,Ritter rät dem Knappen dies,"Bierbaum, Otto Julius",3,7,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
8,"Bei den bleichenden BlitzenDes mählig verrauschenden AbendgewittersSah ich dich plötzlich, klar und deutlich,Mein Jugendgespiele! —Eintöniger Regen rauscht strömenden Segen.Mit blauen, klaren, friedlichen AugenBlickst du ins Grau des ziehenden WettersVon der SandsteintreppeDes alten Hauses.Es riecht nach Rauch und Kräutern und Erde,Betäubend würzig.Zuweilen zankt ein SpatzenpärchenIn der Lindenkrone.Was sinnt dein Blick —?Soweit er taucht ins fegende Grau,Ist alles dein Erbe von Väterzeiten.Zu Ende die Ernte.Die letzte Garbe ruht wohlgeborgenIn strotzender Scheune.Und drüben am HügelReift mählig drängendDie purpurn und goldenbräunliche FülleDer Trauben zum leuchtendenWein deiner stillen Feiertage.So stehst du mit markigen Gliedern auf derMittagshöhe gesättigten Lebens.Nun klingen die klaren, heiteren StimmenDeiner Kinder herüber. —Du — lächelst leise.Und siehe, auch dieser dräuende TagLeuchtet noch einmal in spätem Glänze —Von allen Zweigen tropft flüssiges Gold —Ehe er reiftZur glücklichen Nacht. — —Auch ich, ich starre zur selben StundeIn das leise sich rötendeGrau des verrauschenden Wetters.Bist du gekommenSiegreiches Ende,Goldene, glühende SonnenwendeDer unfruchtbaren, rastlosen Jugend —?Darf ich euch hoffen:Leuchtende Tage und selige NächteUnd schwellende ErntenDes reifenden Geistes,Daß herrlich die BrustDer Welt ihre FülleOffenbare? — —Schwermütiges Rauschen!Mein Glück ist einsam. —Auf ganzen GeschlechternLiegt drückende ÖdeUnd Unlust und Trauer.Das Glück der VäterWard unersprießlich und schal und leer.Und das Ernteglück der ringenden VölkerLebt nur als HoffnungIn DichterwortenUnd jungen HerzenDer reifenden Zeit.",l00160079,Während eines Gewitters,"Weigand, Wilhelm",4,12,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
9,"Lilaglocken auf moosigem SteingerankeUnd darüber verzitternde Kiefernzweige.Vorne der Hund der rosaohrige, schlanke,Blinzelnd hinüberblickend zur Sonnenneige.Vogelzwitschern vereint zu preisendem Sommerdanke.Und ein Wipfelrieseln und Stengelgegeige.Hinten verblaut der Himmel, der abendblanke,In die schwarzverwitterten Wolkensteige.",l00160070,Plein-air,"Schaukal, Richard",1,8,"Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.",b'1894',"Bierbaum, Otto Julius"
